StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,DSCI
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-12-27,2023-01-02,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-12-20,2022-12-26,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-12-13,2022-12-19,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-12-06,2022-12-12,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-11-29,2022-12-05,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-11-22,2022-11-28,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-11-15,2022-11-21,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-11-08,2022-11-14,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-11-01,2022-11-07,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-10-25,2022-10-31,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-10-18,2022-10-24,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-10-11,2022-10-17,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-10-04,2022-10-10,0
AK,99.25,0.75,0.0,0.0,0.0,0.0,2022-09-27,2022-10-03,1
AK,99.25,0.75,0.0,0.0,0.0,0.0,2022-09-20,2022-09-26,1
AK,99.37,0.63,0.0,0.0,0.0,0.0,2022-09-13,2022-09-19,1
AK,99.37,0.63,0.0,0.0,0.0,0.0,2022-09-06,2022-09-12,1
AK,97.98,2.02,0.0,0.0,0.0,0.0,2022-08-30,2022-09-05,2
AK,97.98,2.02,0.0,0.0,0.0,0.0,2022-08-23,2022-08-29,2
AK,97.25,2.75,0.0,0.0,0.0,0.0,2022-08-16,2022-08-22,3
AK,97.25,2.75,0.0,0.0,0.0,0.0,2022-08-09,2022-08-15,3
AK,94.07,5.21,0.72,0.0,0.0,0.0,2022-08-02,2022-08-08,7
AK,79.31,20.05,0.64,0.0,0.0,0.0,2022-07-26,2022-08-01,21
AK,63.7,29.36,6.94,0.0,0.0,0.0,2022-07-19,2022-07-25,43
AK,56.37,27.68,14.68,1.27,0.0,0.0,2022-07-12,2022-07-18,61
AK,54.78,27.32,16.64,1.27,0.0,0.0,2022-07-05,2022-07-11,64
AK,53.84,30.56,14.93,0.67,0.0,0.0,2022-06-28,2022-07-04,62
AK,54.17,34.68,11.05,0.1,0.0,0.0,2022-06-21,2022-06-27,57
AK,55.53,32.68,11.69,0.1,0.0,0.0,2022-06-14,2022-06-20,56
AK,62.85,35.61,1.54,0.0,0.0,0.0,2022-06-07,2022-06-13,39
AK,83.98,15.09,0.93,0.0,0.0,0.0,2022-05-31,2022-06-06,17
AK,91.24,8.76,0.0,0.0,0.0,0.0,2022-05-24,2022-05-30,9
AK,96.97,3.03,0.0,0.0,0.0,0.0,2022-05-17,2022-05-23,3
AK,96.97,3.03,0.0,0.0,0.0,0.0,2022-05-10,2022-05-16,3
AK,96.97,3.03,0.0,0.0,0.0,0.0,2022-05-03,2022-05-09,3
AK,96.97,3.03,0.0,0.0,0.0,0.0,2022-04-26,2022-05-02,3
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-04-19,2022-04-25,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-04-12,2022-04-18,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-04-05,2022-04-11,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-03-29,2022-04-04,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-03-22,2022-03-28,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-03-15,2022-03-21,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-03-08,2022-03-14,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-03-01,2022-03-07,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-02-22,2022-02-28,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-02-15,2022-02-21,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-02-08,2022-02-14,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-02-01,2022-02-07,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-01-25,2022-01-31,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-01-18,2022-01-24,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-01-11,2022-01-17,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2022-01-04,2022-01-10,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2021-12-28,2022-01-03,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2021-12-21,2021-12-27,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2021-12-14,2021-12-20,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2021-12-07,2021-12-13,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2021-11-30,2021-12-06,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2021-11-23,2021-11-29,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2021-11-16,2021-11-22,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2021-11-09,2021-11-15,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2021-11-02,2021-11-08,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2021-10-26,2021-11-01,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2021-10-19,2021-10-25,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2021-10-12,2021-10-18,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2021-10-05,2021-10-11,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2021-09-28,2021-10-04,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2021-09-21,2021-09-27,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2021-09-14,2021-09-20,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2021-09-07,2021-09-13,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2021-08-31,2021-09-06,0
AK,87.24,12.76,0.0,0.0,0.0,0.0,2021-08-24,2021-08-30,13
AK,80.18,14.96,4.85,0.0,0.0,0.0,2021-08-17,2021-08-23,25
AK,80.18,14.96,4.85,0.0,0.0,0.0,2021-08-10,2021-08-16,25
AK,76.54,15.94,7.53,0.0,0.0,0.0,2021-08-03,2021-08-09,31
AK,72.01,22.18,5.8,0.0,0.0,0.0,2021-07-27,2021-08-02,34
AK,70.77,21.2,8.03,0.0,0.0,0.0,2021-07-20,2021-07-26,37
AK,74.35,25.65,0.0,0.0,0.0,0.0,2021-07-13,2021-07-19,26
AK,74.35,25.65,0.0,0.0,0.0,0.0,2021-07-06,2021-07-12,26
AK,85.92,14.08,0.0,0.0,0.0,0.0,2021-06-29,2021-07-05,14
AK,85.92,14.08,0.0,0.0,0.0,0.0,2021-06-22,2021-06-28,14
AK,85.92,14.08,0.0,0.0,0.0,0.0,2021-06-15,2021-06-21,14
AK,85.92,14.08,0.0,0.0,0.0,0.0,2021-06-08,2021-06-14,14
AK,79.3,20.7,0.0,0.0,0.0,0.0,2021-06-01,2021-06-07,21
AK,79.3,20.7,0.0,0.0,0.0,0.0,2021-05-25,2021-05-31,21
AK,79.3,20.7,0.0,0.0,0.0,0.0,2021-05-18,2021-05-24,21
AK,79.3,20.7,0.0,0.0,0.0,0.0,2021-05-11,2021-05-17,21
AK,79.3,20.7,0.0,0.0,0.0,0.0,2021-05-04,2021-05-10,21
AK,79.3,20.7,0.0,0.0,0.0,0.0,2021-04-27,2021-05-03,21
AK,79.3,20.7,0.0,0.0,0.0,0.0,2021-04-20,2021-04-26,21
AK,79.3,20.7,0.0,0.0,0.0,0.0,2021-04-13,2021-04-19,21
AK,70.89,29.11,0.0,0.0,0.0,0.0,2021-04-06,2021-04-12,29
AK,65.33,34.67,0.0,0.0,0.0,0.0,2021-03-30,2021-04-05,35
AK,65.33,34.67,0.0,0.0,0.0,0.0,2021-03-23,2021-03-29,35
AK,65.33,34.67,0.0,0.0,0.0,0.0,2021-03-16,2021-03-22,35
AK,65.33,34.67,0.0,0.0,0.0,0.0,2021-03-09,2021-03-15,35
AK,78.8,21.2,0.0,0.0,0.0,0.0,2021-03-02,2021-03-08,21
AK,81.48,18.52,0.0,0.0,0.0,0.0,2021-02-23,2021-03-01,19
AK,81.48,18.52,0.0,0.0,0.0,0.0,2021-02-16,2021-02-22,19
AK,81.48,18.52,0.0,0.0,0.0,0.0,2021-02-09,2021-02-15,19
AK,80.6,19.4,0.0,0.0,0.0,0.0,2021-02-02,2021-02-08,19
AK,84.03,15.97,0.0,0.0,0.0,0.0,2021-01-26,2021-02-01,16
AK,84.03,15.97,0.0,0.0,0.0,0.0,2021-01-19,2021-01-25,16
AK,84.03,15.97,0.0,0.0,0.0,0.0,2021-01-12,2021-01-18,16
AK,91.44,8.56,0.0,0.0,0.0,0.0,2021-01-05,2021-01-11,9
AK,91.44,8.56,0.0,0.0,0.0,0.0,2020-12-29,2021-01-04,9
AK,91.44,8.56,0.0,0.0,0.0,0.0,2020-12-22,2020-12-28,9
AK,88.88,11.12,0.0,0.0,0.0,0.0,2020-12-15,2020-12-21,11
AK,88.88,11.12,0.0,0.0,0.0,0.0,2020-12-08,2020-12-14,11
AK,88.89,11.11,0.0,0.0,0.0,0.0,2020-12-01,2020-12-07,11
AK,88.89,11.11,0.0,0.0,0.0,0.0,2020-11-24,2020-11-30,11
AK,88.89,11.11,0.0,0.0,0.0,0.0,2020-11-17,2020-11-23,11
AK,88.89,10.26,0.85,0.0,0.0,0.0,2020-11-10,2020-11-16,12
AK,88.89,10.26,0.85,0.0,0.0,0.0,2020-11-03,2020-11-09,12
AK,87.81,11.34,0.85,0.0,0.0,0.0,2020-10-27,2020-11-02,13
AK,85.51,13.64,0.85,0.0,0.0,0.0,2020-10-20,2020-10-26,15
AK,85.51,13.64,0.85,0.0,0.0,0.0,2020-10-13,2020-10-19,15
AK,85.51,13.64,0.85,0.0,0.0,0.0,2020-10-06,2020-10-12,15
AK,77.85,21.36,0.79,0.0,0.0,0.0,2020-09-29,2020-10-05,23
AK,70.24,28.14,1.61,0.0,0.0,0.0,2020-09-22,2020-09-28,31
AK,70.24,28.14,1.61,0.0,0.0,0.0,2020-09-15,2020-09-21,31
AK,68.37,30.01,1.61,0.0,0.0,0.0,2020-09-08,2020-09-14,33
AK,65.46,32.93,1.61,0.0,0.0,0.0,2020-09-01,2020-09-07,36
AK,89.31,9.87,0.82,0.0,0.0,0.0,2020-08-25,2020-08-31,12
AK,92.28,7.72,0.0,0.0,0.0,0.0,2020-08-18,2020-08-24,8
AK,92.28,7.72,0.0,0.0,0.0,0.0,2020-08-11,2020-08-17,8
AK,92.28,7.72,0.0,0.0,0.0,0.0,2020-08-04,2020-08-10,8
AK,94.76,5.24,0.0,0.0,0.0,0.0,2020-07-28,2020-08-03,5
AK,94.76,5.24,0.0,0.0,0.0,0.0,2020-07-21,2020-07-27,5
AK,94.76,5.24,0.0,0.0,0.0,0.0,2020-07-14,2020-07-20,5
AK,94.42,5.58,0.0,0.0,0.0,0.0,2020-07-07,2020-07-13,6
AK,100.0,0.0,0.0,0.0,0.0,0.0,2020-06-30,2020-07-06,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2020-06-23,2020-06-29,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2020-06-16,2020-06-22,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,2020-06-15,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2020-06-02,2020-06-08,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2020-05-26,2020-06-01,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2020-05-19,2020-05-25,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2020-05-12,2020-05-18,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2020-05-05,2020-05-11,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2020-04-28,2020-05-04,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2020-04-21,2020-04-27,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2020-04-14,2020-04-20,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2020-04-07,2020-04-13,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2020-03-31,2020-04-06,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2020-03-24,2020-03-30,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2020-03-17,2020-03-23,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2020-03-10,2020-03-16,0
AK,93.82,6.18,0.0,0.0,0.0,0.0,2020-03-03,2020-03-09,6
AK,93.82,6.18,0.0,0.0,0.0,0.0,2020-02-25,2020-03-02,6
AK,92.08,7.92,0.0,0.0,0.0,0.0,2020-02-18,2020-02-24,8
AK,90.3,9.7,0.0,0.0,0.0,0.0,2020-02-11,2020-02-17,10
AK,90.3,9.7,0.0,0.0,0.0,0.0,2020-02-04,2020-02-10,10
AK,90.3,9.7,0.0,0.0,0.0,0.0,2020-01-28,2020-02-03,10
AK,93.82,6.18,0.0,0.0,0.0,0.0,2020-01-21,2020-01-27,6
AK,93.82,5.35,0.83,0.0,0.0,0.0,2020-01-14,2020-01-20,7
AK,93.82,5.35,0.83,0.0,0.0,0.0,2020-01-07,2020-01-13,7
AK,93.19,5.98,0.83,0.0,0.0,0.0,2019-12-31,2020-01-06,8
AK,93.19,5.98,0.83,0.0,0.0,0.0,2019-12-24,2019-12-30,8
AK,93.19,5.98,0.83,0.0,0.0,0.0,2019-12-17,2019-12-23,8
AK,92.48,6.69,0.83,0.0,0.0,0.0,2019-12-10,2019-12-16,8
AK,92.48,6.69,0.83,0.0,0.0,0.0,2019-12-03,2019-12-09,8
AK,91.18,7.99,0.83,0.0,0.0,0.0,2019-11-26,2019-12-02,10
AK,91.18,7.99,0.83,0.0,0.0,0.0,2019-11-19,2019-11-25,10
AK,90.3,5.74,3.96,0.0,0.0,0.0,2019-11-12,2019-11-18,14
AK,90.3,5.74,3.96,0.0,0.0,0.0,2019-11-05,2019-11-11,14
AK,90.3,5.74,1.96,2.0,0.0,0.0,2019-10-29,2019-11-04,16
AK,89.28,5.93,2.79,2.0,0.0,0.0,2019-10-22,2019-10-28,18
AK,89.28,5.93,2.79,2.0,0.0,0.0,2019-10-15,2019-10-21,18
AK,88.64,6.33,3.02,1.13,0.88,0.0,2019-10-08,2019-10-14,19
AK,88.64,6.33,3.02,1.13,0.88,0.0,2019-10-01,2019-10-07,19
AK,82.25,7.4,7.71,1.77,0.88,0.0,2019-09-24,2019-09-30,32
AK,76.18,11.93,6.01,4.37,1.5,0.0,2019-09-17,2019-09-23,43
AK,70.96,11.2,11.08,5.26,1.5,0.0,2019-09-10,2019-09-16,55
AK,69.1,13.06,11.08,5.26,1.5,0.0,2019-09-03,2019-09-09,57
AK,66.67,15.48,11.08,5.26,1.5,0.0,2019-08-27,2019-09-02,59
AK,66.67,22.13,6.61,3.27,1.32,0.0,2019-08-20,2019-08-26,50
AK,69.38,21.0,5.86,2.89,0.88,0.0,2019-08-13,2019-08-19,45
AK,50.86,37.5,9.64,1.13,0.88,0.0,2019-08-06,2019-08-12,64
AK,30.37,45.16,18.68,4.91,0.88,0.0,2019-07-30,2019-08-05,101
AK,30.37,45.16,18.68,4.91,0.88,0.0,2019-07-23,2019-07-29,101
AK,30.69,45.21,22.1,1.13,0.88,0.0,2019-07-16,2019-07-22,96
AK,37.65,57.1,3.6,0.77,0.88,0.0,2019-07-09,2019-07-15,70
AK,87.65,9.57,1.13,0.77,0.88,0.0,2019-07-02,2019-07-08,18
AK,87.65,9.57,1.13,0.77,0.88,0.0,2019-06-25,2019-07-01,18
AK,87.65,9.57,1.13,0.77,0.88,0.0,2019-06-18,2019-06-24,18
AK,94.17,3.05,1.13,0.77,0.88,0.0,2019-06-11,2019-06-17,11
AK,94.17,3.05,1.13,0.77,0.88,0.0,2019-06-04,2019-06-10,11
AK,94.17,3.05,1.13,0.77,0.88,0.0,2019-05-28,2019-06-03,11
AK,94.17,3.05,1.13,0.77,0.88,0.0,2019-05-21,2019-05-27,11
AK,94.17,3.62,1.28,0.93,0.0,0.0,2019-05-14,2019-05-20,9
AK,94.17,3.62,1.28,0.93,0.0,0.0,2019-05-07,2019-05-13,9
AK,94.17,2.09,2.05,1.69,0.0,0.0,2019-04-30,2019-05-06,11
AK,94.17,2.09,1.81,1.93,0.0,0.0,2019-04-23,2019-04-29,12
AK,94.17,2.09,1.81,1.93,0.0,0.0,2019-04-16,2019-04-22,12
AK,94.17,2.09,1.81,1.93,0.0,0.0,2019-04-09,2019-04-15,12
AK,94.17,2.09,1.81,1.93,0.0,0.0,2019-04-02,2019-04-08,12
AK,94.17,2.09,1.81,1.93,0.0,0.0,2019-03-26,2019-04-01,12
AK,94.17,2.09,1.81,1.93,0.0,0.0,2019-03-19,2019-03-25,12
AK,94.17,2.09,1.81,1.93,0.0,0.0,2019-03-12,2019-03-18,12
AK,94.17,2.09,1.81,1.93,0.0,0.0,2019-03-05,2019-03-11,12
AK,94.17,2.09,1.81,1.93,0.0,0.0,2019-02-26,2019-03-04,12
AK,94.17,3.48,1.33,1.02,0.0,0.0,2019-02-19,2019-02-25,9
AK,94.17,3.48,1.33,1.02,0.0,0.0,2019-02-12,2019-02-18,9
AK,94.17,3.48,1.33,1.02,0.0,0.0,2019-02-05,2019-02-11,9
AK,94.17,3.48,1.33,1.02,0.0,0.0,2019-01-29,2019-02-04,9
AK,94.17,3.48,1.33,1.02,0.0,0.0,2019-01-22,2019-01-28,9
AK,94.17,3.48,1.33,1.02,0.0,0.0,2019-01-15,2019-01-21,9
AK,94.17,3.48,1.33,1.02,0.0,0.0,2019-01-08,2019-01-14,9
AK,94.17,3.48,1.33,1.02,0.0,0.0,2019-01-01,2019-01-07,9
AK,94.17,3.48,0.28,2.07,0.0,0.0,2018-12-25,2018-12-31,10
AK,94.17,3.48,0.28,2.07,0.0,0.0,2018-12-18,2018-12-24,10
AK,94.17,3.48,0.28,2.07,0.0,0.0,2018-12-11,2018-12-17,10
AK,94.17,3.48,0.28,2.07,0.0,0.0,2018-12-04,2018-12-10,10
AK,94.17,3.48,0.28,2.07,0.0,0.0,2018-11-27,2018-12-03,10
AK,94.17,3.48,0.28,2.07,0.0,0.0,2018-11-20,2018-11-26,10
AK,94.17,3.48,0.28,2.07,0.0,0.0,2018-11-13,2018-11-19,10
AK,94.17,3.48,0.28,2.07,0.0,0.0,2018-11-06,2018-11-12,10
AK,94.17,3.48,0.28,2.07,0.0,0.0,2018-10-30,2018-11-05,10
AK,94.17,3.48,0.28,2.07,0.0,0.0,2018-10-23,2018-10-29,10
AK,94.17,3.48,0.28,2.07,0.0,0.0,2018-10-16,2018-10-22,10
AK,94.17,3.49,0.28,2.06,0.0,0.0,2018-10-09,2018-10-15,10
AK,94.17,3.49,0.28,2.06,0.0,0.0,2018-10-02,2018-10-08,10
AK,95.65,2.0,0.28,2.06,0.0,0.0,2018-09-25,2018-10-01,9
AK,95.65,2.0,2.34,0.0,0.0,0.0,2018-09-18,2018-09-24,7
AK,95.65,2.0,2.34,0.0,0.0,0.0,2018-09-11,2018-09-17,7
AK,95.65,2.0,2.34,0.0,0.0,0.0,2018-09-04,2018-09-10,7
AK,95.65,2.0,2.34,0.0,0.0,0.0,2018-08-28,2018-09-03,7
AK,95.65,2.0,2.34,0.0,0.0,0.0,2018-08-21,2018-08-27,7
AK,94.3,3.36,2.34,0.0,0.0,0.0,2018-08-14,2018-08-20,8
AK,94.3,3.36,2.34,0.0,0.0,0.0,2018-08-07,2018-08-13,8
AK,94.3,3.36,2.34,0.0,0.0,0.0,2018-07-31,2018-08-06,8
AK,93.75,3.9,2.34,0.0,0.0,0.0,2018-07-24,2018-07-30,9
AK,93.75,3.9,2.34,0.0,0.0,0.0,2018-07-17,2018-07-23,9
AK,93.75,6.25,0.0,0.0,0.0,0.0,2018-07-10,2018-07-16,6
AK,93.75,6.25,0.0,0.0,0.0,0.0,2018-07-03,2018-07-09,6
AK,93.75,6.25,0.0,0.0,0.0,0.0,2018-06-26,2018-07-02,6
AK,93.75,6.25,0.0,0.0,0.0,0.0,2018-06-19,2018-06-25,6
AK,98.03,1.97,0.0,0.0,0.0,0.0,2018-06-12,2018-06-18,2
AK,98.03,1.97,0.0,0.0,0.0,0.0,2018-06-05,2018-06-11,2
AK,98.03,1.97,0.0,0.0,0.0,0.0,2018-05-29,2018-06-04,2
AK,98.03,1.97,0.0,0.0,0.0,0.0,2018-05-22,2018-05-28,2
AK,89.31,10.69,0.0,0.0,0.0,0.0,2018-05-15,2018-05-21,11
AK,89.31,10.69,0.0,0.0,0.0,0.0,2018-05-08,2018-05-14,11
AK,89.31,10.69,0.0,0.0,0.0,0.0,2018-05-01,2018-05-07,11
AK,89.31,10.69,0.0,0.0,0.0,0.0,2018-04-24,2018-04-30,11
AK,89.31,8.01,2.68,0.0,0.0,0.0,2018-04-17,2018-04-23,13
AK,89.31,8.01,2.68,0.0,0.0,0.0,2018-04-10,2018-04-16,13
AK,89.31,8.01,2.68,0.0,0.0,0.0,2018-04-03,2018-04-09,13
AK,79.17,18.15,2.68,0.0,0.0,0.0,2018-03-27,2018-04-02,24
AK,79.17,18.15,2.68,0.0,0.0,0.0,2018-03-20,2018-03-26,24
AK,73.39,23.93,2.68,0.0,0.0,0.0,2018-03-13,2018-03-19,29
AK,73.39,23.93,2.68,0.0,0.0,0.0,2018-03-06,2018-03-12,29
AK,73.39,26.61,0.0,0.0,0.0,0.0,2018-02-27,2018-03-05,27
AK,73.39,26.61,0.0,0.0,0.0,0.0,2018-02-20,2018-02-26,27
AK,73.39,26.61,0.0,0.0,0.0,0.0,2018-02-13,2018-02-19,27
AK,73.39,26.61,0.0,0.0,0.0,0.0,2018-02-06,2018-02-12,27
AK,64.3,35.7,0.0,0.0,0.0,0.0,2018-01-30,2018-02-05,36
AK,100.0,0.0,0.0,0.0,0.0,0.0,2018-01-23,2018-01-29,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2018-01-16,2018-01-22,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2018-01-09,2018-01-15,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2018-01-02,2018-01-08,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2017-12-26,2018-01-01,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2017-12-19,2017-12-25,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2017-12-12,2017-12-18,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2017-12-05,2017-12-11,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2017-11-28,2017-12-04,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2017-11-21,2017-11-27,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2017-11-14,2017-11-20,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2017-11-07,2017-11-13,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2017-10-31,2017-11-06,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2017-10-24,2017-10-30,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2017-10-17,2017-10-23,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2017-10-10,2017-10-16,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2017-10-03,2017-10-09,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2017-09-26,2017-10-02,0
AK,100.0,0.0,0.0,0.0,0.0,0.0,2017-09-19,2017-09-25,0
AK,99.65,0.35,0.0,0.0,0.0,0.0,2017-09-12,2017-09-18,0
AK,91.87,8.13,0.0,0.0,0.0,0.0,2017-09-05,2017-09-11,8
AK,89.4,10.6,0.0,0.0,0.0,0.0,2017-08-29,2017-09-04,11
AK,89.4,10.6,0.0,0.0,0.0,0.0,2017-08-22,2017-08-28,11
AK,89.4,10.6,0.0,0.0,0.0,0.0,2017-08-15,2017-08-21,11
AK,67.66,31.65,0.69,0.0,0.0,0.0,2017-08-08,2017-08-14,33
AK,60.86,32.46,6.67,0.0,0.0,0.0,2017-08-01,2017-08-07,46
AK,61.28,32.04,6.67,0.0,0.0,0.0,2017-07-25,2017-07-31,45
AK,59.85,33.48,6.67,0.0,0.0,0.0,2017-07-18,2017-07-24,47
AK,68.99,25.03,5.98,0.0,0.0,0.0,2017-07-11,2017-07-17,37
AK,68.99,25.03,5.98,0.0,0.0,0.0,2017-07-04,2017-07-10,37
AK,68.99,25.03,5.98,0.0,0.0,0.0,2017-06-27,2017-07-03,37
AK,62.58,29.33,8.09,0.0,0.0,0.0,2017-06-20,2017-06-26,46
AK,66.26,27.93,5.81,0.0,0.0,0.0,2017-06-13,2017-06-19,40
AK,66.26,27.93,5.81,0.0,0.0,0.0,2017-06-06,2017-06-12,40
AK,66.99,33.01,0.0,0.0,0.0,0.0,2017-05-30,2017-06-05,33
AK,66.99,33.01,0.0,0.0,0.0,0.0,2017-05-23,2017-05-29,33
AK,66.99,33.01,0.0,0.0,0.0,0.0,2017-05-16,2017-05-22,33
AK,66.99,33.01,0.0,0.0,0.0,0.0,2017-05-09,2017-05-15,33
AK,66.99,33.01,0.0,0.0,0.0,0.0,2017-05-02,2017-05-08,33
AK,66.99,33.01,0.0,0.0,0.0,0.0,2017-04-25,2017-05-01,33
AK,66.99,33.01,0.0,0.0,0.0,0.0,2017-04-18,2017-04-24,33
AK,68.85,31.15,0.0,0.0,0.0,0.0,2017-04-11,2017-04-17,31
AK,68.85,31.15,0.0,0.0,0.0,0.0,2017-04-04,2017-04-10,31
AK,68.85,31.15,0.0,0.0,0.0,0.0,2017-03-28,2017-04-03,31
AK,68.85,31.15,0.0,0.0,0.0,0.0,2017-03-21,2017-03-27,31
AK,68.85,31.15,0.0,0.0,0.0,0.0,2017-03-14,2017-03-20,31
AK,68.85,31.15,0.0,0.0,0.0,0.0,2017-03-07,2017-03-13,31
AK,64.69,35.31,0.0,0.0,0.0,0.0,2017-02-28,2017-03-06,35
AK,68.01,31.99,0.0,0.0,0.0,0.0,2017-02-21,2017-02-27,32
AK,91.09,8.91,0.0,0.0,0.0,0.0,2017-02-14,2017-02-20,9
AK,91.09,8.91,0.0,0.0,0.0,0.0,2017-02-07,2017-02-13,9
AK,91.09,8.91,0.0,0.0,0.0,0.0,2017-01-31,2017-02-06,9
AK,91.09,8.91,0.0,0.0,0.0,0.0,2017-01-24,2017-01-30,9
AK,89.14,10.86,0.0,0.0,0.0,0.0,2017-01-17,2017-01-23,11
AK,89.14,10.86,0.0,0.0,0.0,0.0,2017-01-10,2017-01-16,11
AK,89.14,10.86,0.0,0.0,0.0,0.0,2017-01-03,2017-01-09,11
AK,91.09,8.91,0.0,0.0,0.0,0.0,2016-12-27,2017-01-02,9
AK,91.09,8.91,0.0,0.0,0.0,0.0,2016-12-20,2016-12-26,9
AK,91.09,8.91,0.0,0.0,0.0,0.0,2016-12-13,2016-12-19,9
AK,91.09,8.91,0.0,0.0,0.0,0.0,2016-12-06,2016-12-12,9
AK,91.09,8.91,0.0,0.0,0.0,0.0,2016-11-29,2016-12-05,9
AK,91.09,8.91,0.0,0.0,0.0,0.0,2016-11-22,2016-11-28,9
AK,91.09,8.91,0.0,0.0,0.0,0.0,2016-11-15,2016-11-21,9
AK,91.09,8.91,0.0,0.0,0.0,0.0,2016-11-08,2016-11-14,9
AK,89.77,10.23,0.0,0.0,0.0,0.0,2016-11-01,2016-11-07,10
AK,89.77,10.23,0.0,0.0,0.0,0.0,2016-10-25,2016-10-31,10
AK,89.77,10.23,0.0,0.0,0.0,0.0,2016-10-18,2016-10-24,10
